"","index","year","rank_order","countrycode","country_or_area","city_code","urban_agglomeration","note","population_millions","geometry","lon"
"520",520,2025,27,840,"United States of America",23052,"Los Angeles-Long Beach-Santa Ana",NA,12.677559,c(-118.241716, 34.031656)
"521",521,2030,26,840,"United States of America",23052,"Los Angeles-Long Beach-Santa Ana",NA,13.209244,c(-118.241716, 34.031656)
"522",522,2035,26,840,"United States of America",23052,"Los Angeles-Long Beach-Santa Ana",NA,13.778153,c(-118.241716, 34.031656)
"523",523,1950,1,840,"United States of America",23083,"New York-Newark",NA,12.338471,c(-74.003663, 40.717042)
"524",524,1955,2,840,"United States of America",23083,"New York-Newark",NA,13.219362,c(-74.003663, 40.717042)
"525",525,1960,2,840,"United States of America",23083,"New York-Newark",NA,14.163521,c(-74.003663, 40.717042)
"526",526,1965,2,840,"United States of America",23083,"New York-Newark",NA,15.176758,c(-74.003663, 40.717042)
"527",527,1970,2,840,"United States of America",23083,"New York-Newark",NA,16.19118,c(-74.003663, 40.717042)
"528",528,1975,3,840,"United States of America",23083,"New York-Newark",NA,15.880271,c(-74.003663, 40.717042)
"529",529,1980,3,840,"United States of America",23083,"New York-Newark",NA,15.601401,c(-74.003663, 40.717042)
"530",530,1985,3,840,"United States of America",23083,"New York-Newark",NA,15.826788,c(-74.003663, 40.717042)
"531",531,1990,3,840,"United States of America",23083,"New York-Newark",NA,16.085599,c(-74.003663, 40.717042)
"532",532,1995,4,840,"United States of America",23083,"New York-Newark",NA,16.94277,c(-74.003663, 40.717042)
"533",533,2000,4,840,"United States of America",23083,"New York-Newark",NA,17.813371,c(-74.003663, 40.717042)
"534",534,2005,6,840,"United States of America",23083,"New York-Newark",NA,18.087174,c(-74.003663, 40.717042)
"535",535,2010,7,840,"United States of America",23083,"New York-Newark",NA,18.365262,c(-74.003663, 40.717042)
"536",536,2015,9,840,"United States of America",23083,"New York-Newark",NA,18.647626,c(-74.003663, 40.717042)
"537",537,2020,11,840,"United States of America",23083,"New York-Newark",NA,18.803552,c(-74.003663, 40.717042)
"538",538,2025,10,840,"United States of America",23083,"New York-Newark",NA,19.154024,c(-74.003663, 40.717042)
"539",539,2030,13,840,"United States of America",23083,"New York-Newark",NA,19.957605,c(-74.003663, 40.717042)
"540",540,2035,13,840,"United States of America",23083,"New York-Newark",NA,20.81717,c(-74.003663, 40.717042)
